PM2.5,PM10,So2,No2,Co,O3,AQI
36,50,5,37,0.76,34,52
49,79,9,67,1.07,40,72
66,105,11,63,1.35,53,90
51,69,7,55,1.02,25,72
29,61,6,46,0.77,42,57
20,56,9,44,0.6,46,52
40,80,10,64,0.75,42,67
32,73,9,71,0.75,68,64
51,106,13,89,1.14,32,80
52,99,14,88,1.08,42,76
53,96,15,61,0.97,70,81
41,69,13,44,0.81,87,63
42,63,13,44,0.79,66,60
50,82,11,56,0.92,37,70
61,80,6,33,1.07,45,85
5,9,3,22,0.82,13,13
13,13,3,20,0.71,22,20
30,25,5,28,0.77,30,44
33,49,9,50,1.04,23,50
31,40,9,52,1.01,19,45
34,36,4,28,0.64,57,48
70,74,6,47,0.94,44,94
58,69,8,48,1.12,33,80
42,50,7,44,1,20,61
45,51,4,32,0.83,32,64
44,49,5,28,0.77,44,61
37,39,4,29,0.81,12,53
28,29,4,28,0.81,23,40
52,59,8,52,1.23,19,73
42,54,8,54,1.07,19,60
71,75,7,41,1.03,42,96
84,101,12,59,1.21,40,113
64,89,8,61,1,41,88
74,96,13,74,1.23,33,100
130,153,10,82,1.52,28,172
102,137,8,83,1.73,31,135
96,124,12,89,1.75,38,127
104,182,13,89,1.56,29,138
108,143,12,74,1.57,33,141
205,223,12,53,2.04,30,256
164,192,10,53,2.09,18,215
113,126,6,46,1.8,4,150
52,59,4,37,1.75,20,72
52,117,4,28,1.15,25,88
40,74,5,28,0.88,8,59
13,14,4,20,0.64,25,19
40,48,4,22,0.77,27,59
20,32,5,21,0.52,33,34
37,49,8,30,0.73,22,54
58,56,5,31,0.79,13,80
98,60,6,36,0.95,15,130
136,145,13,48,1.31,30,180
106,137,13,75,1.32,20,140
84,101,13,56,1.08,25,112
106,113,10,54,1.05,17,140
132,135,9,51,1.13,30,174
98,127,13,82,1.52,25,130
88,126,15,84,1.63,15,117
67,97,21,70,1.4,8,92
42,46,5,52,0.94,13,60
53,62,7,51,0.95,10,74
40,47,5,22,0.76,30,57
31,50,7,24,0.6,40,49
32,36,4,26,0.62,33,47
46,49,7,38,0.84,24,65
44,46,5,42,0.79,23,63
58,70,6,55,1,10,80
70,81,11,48,1.22,14,95
91,91,5,44,1.18,19,122
162,125,6,44,1.4,27,209
167,139,9,53,1.83,16,213
117,107,6,42,1.39,26,154
90,87,5,37,1.2,24,120
39,40,5,42,1.53,12,55
34,31,4,34,1.08,13,48
69,55,4,40,1.16,13,93
106,101,9,57,1.69,19,141
110,120,13,66,2,15,145
84,89,6,45,1.64,11,112
111,122,5,41,1.65,19,147
48,95,9,49,1.29,21,81
96,144,9,67,1.71,13,127
98,137,7,69,1.84,13,130
94,112,6,56,1.5,10,125
140,143,9,46,1.53,37,184
143,161,14,69,1.6,26,187
112,135,12,67,1.12,38,149
78,114,12,81,1.17,31,105
80,114,16,82,1.18,38,108
131,167,13,76,1.27,33,171
149,162,12,54,1.38,23,196
69,94,14,59,0.92,24,93
133,122,7,50,1.1,20,176
93,92,5,41,1.21,12,124
45,49,4,34,1.12,9,63
54,45,4,25,1.2,44,73
79,82,6,33,1.24,62,106
56,64,9,40,1.26,31,78
71,103,9,27,1.07,47,95
112,143,11,43,1.55,29,148
109,136,9,31,1.26,37,145
69,81,8,30,1.21,28,93
106,120,4,15,1.09,30,142
16,20,4,12,0.55,48,28
32,33,4,13,0.65,40,47
53,50,4,16,0.85,44,73
72,74,4,26,0.92,36,97
41,44,5,27,0.97,20,57
59,54,4,25,0.89,23,81
30,29,4,24,0.87,23,44
42,39,4,27,1.06,21,60
66,71,5,26,0.96,30,90
74,83,6,29,0.79,47,99
48,41,4,29,0.73,30,67
65,68,5,31,0.94,30,88
92,97,6,33,0.85,24,123
80,76,4,32,0.9,37,107
44,48,5,28,0.7,65,63
53,66,7,52,0.96,26,73
59,71,8,57,1.05,25,81
74,101,11,77,1.28,19,100
118,140,13,64,1.52,26,155
38,45,4,29,0.73,51,55
35,44,5,42,0.78,29,50
27,38,5,41,0.92,19,40
43,48,4,30,0.9,40,61
49,73,5,37,0.76,69,69
50,81,10,53,1.13,48,72
37,45,5,39,0.82,43,54
41,61,8,50,0.88,56,59
35,79,7,34,0.6,77,68
59,91,11,49,0.9,58,82
73,109,9,52,0.96,60,99
72,118,10,65,0.87,70,97
61,126,9,76,0.9,52,98
44,115,9,74,0.75,51,84
62,129,14,74,0.98,38,96
47,75,6,37,0.74,64,72
44,91,10,68,0.8,57,72
48,109,13,71,0.97,40,81
50,91,11,67,1.02,35,72
48,73,7,38,0.86,62,70
49,83,12,44,1.17,52,74
38,65,8,38,1,58,60
37,90,8,33,0.97,53,71
22,44,5,26,0.67,45,44
35,56,8,43,0.73,47,52
54,93,11,56,0.91,32,76
28,50,7,34,0.7,59,49
43,91,12,57,1.08,35,72
44,71,9,56,1.28,8,65
54,77,7,56,1.94,12,76
58,95,10,59,1.68,32,82
59,121,8,44,1.13,57,90
34,59,9,37,0.93,74,57
36,89,11,56,0.95,67,74
33,57,8,53,1.08,52,55
31,48,8,38,0.86,72,50
48,85,9,61,1.02,55,70
30,50,6,32,0.8,66,52
37,73,9,53,0.94,65,68
46,93,13,60,1.13,68,79
41,86,12,47,1.08,78,73
22,39,6,21,0.83,61,42
26,33,5,18,0.67,66,42
35,46,5,29,0.78,65,52
26,52,8,38,0.91,69,56
40,79,12,53,1.11,59,66
34,78,7,41,0.86,67,65
34,67,9,41,0.84,85,68
28,48,6,28,0.75,77,52
31,70,7,47,0.87,68,65
38,87,14,51,1.23,64,71
45,74,8,32,1.15,77,68
50,91,10,29,1.21,115,82
38,50,5,21,1.02,64,55
57,73,5,34,1.56,30,78
40,60,5,37,1.35,61,58
57,93,9,61,1.77,87,88
53,102,8,53,1.53,56,80
25,54,7,26,1,42,51
24,51,8,26,0.9,62,50
20,34,4,21,0.83,46,36
12,18,4,22,0.82,42,22
38,57,5,37,0.93,65,57
28,71,6,32,0.8,84,68
24,65,10,45,0.83,91,66
44,99,11,60,0.97,97,93
46,101,13,52,1.04,92,84
37,88,14,63,1.01,54,70
27,61,7,30,0.75,88,59
20,55,9,37,0.73,75,54
25,59,8,40,0.67,89,65
32,65,10,43,0.67,102,68
38,72,10,55,0.79,88,79
44,100,9,74,1.05,90,96
64,122,10,75,1.19,65,92
57,170,7,34,0.82,68,116
66,171,6,62,1.08,25,116
28,38,4,32,1.06,19,42
41,62,4,45,1.2,26,59
37,59,4,46,1.33,51,56
39,72,4,42,1.34,66,68
23,42,4,23,0.73,61,42
22,106,6,27,0.53,90,79
43,102,7,55,0.73,51,77
59,112,7,48,0.8,82,96
49,112,8,66,0.92,96,103
50,90,10,44,0.98,89,78
32,52,3,36,0.92,43,51
10,16,3,28,0.89,73,38
19,72,4,30,0.75,85,66
19,44,5,20,0.61,112,63
23,44,7,31,0.74,94,51
27,36,4,29,0.72,88,50
41,59,5,38,0.9,86,69
41,72,5,47,0.91,90,76
27,47,4,29,0.68,92,61
31,67,4,45,0.76,83,68
36,70,6,28,0.78,121,77
33,62,5,25,0.83,88,61
10,20,3,13,0.72,105,56
21,37,6,26,1.02,118,70
28,47,5,25,0.98,97,63
39,65,3,35,1.05,88,69
42,78,3,32,0.95,99,79
34,68,6,38,0.96,91,66
31,60,7,45,0.92,153,63
36,75,10,47,0.96,116,76
17,24,4,26,0.9,63,28
15,21,4,24,0.98,56,26
22,36,5,30,1.22,51,36
20,36,5,23,1.04,61,37
37,68,7,41,0.88,114,85
45,79,8,41,1.05,112,85
45,78,7,47,1.02,101,83
30,61,5,28,0.99,69,56
13,20,4,20,0.88,72,39
17,33,4,22,0.78,87,46
23,55,5,34,0.86,97,67
37,67,7,40,1.03,136,97
38,73,8,40,0.98,107,88
35,66,6,36,0.95,69,59
37,64,4,28,0.85,75,61
24,41,4,23,0.81,71,45
27,60,6,31,0.89,108,75
22,38,6,31,1.08,60,37
15,27,5,24,0.76,86,31
30,49,5,32,0.89,91,50
25,47,7,30,0.99,94,49
19,39,6,30,0.95,83,43
28,56,5,38,1,53,52
20,32,4,26,1,56,33
20,32,4,19,0.7,78,35
25,48,5,34,0.8,109,59
33,62,5,38,0.85,89,57
29,56,4,27,0.83,74,51
17,38,4,22,0.71,57,39
16,35,4,22,0.72,77,36
19,39,4,27,0.64,58,40
18,39,5,23,0.63,78,40
26,49,5,29,0.93,91,64
25,47,6,29,1.03,79,57
23,37,4,21,0.83,90,52
29,47,4,22,0.8,95,57
14,28,4,13,0.65,57,31
19,27,4,14,0.73,84,42
44,91,7,48,1.06,96,75
47,69,7,22,1.12,118,67
50,78,9,27,1.27,130,76
45,74,12,31,1.33,142,76
35,61,11,27,1.28,143,67
27,47,7,20,1.03,85,47
20,40,6,25,0.92,62,42
14,22,5,18,0.91,62,26
31,48,7,44,0.95,63,48
35,54,10,38,1.12,88,55
22,38,9,25,0.92,85,42
25,45,9,27,0.95,96,48
28,52,12,37,1.18,102,57
24,47,9,29,0.94,102,49
26,51,9,34,0.9,119,57
38,76,13,55,1.15,108,77
44,78,14,41,1.23,143,81
43,75,13,30,1.16,146,76
38,65,13,35,0.99,140,76
46,80,12,36,1.05,147,83
44,77,12,22,1.02,150,77
25,48,9,15,0.9,106,48
35,57,9,21,1,94,54
29,49,8,20,0.75,67,49
26,47,8,22,0.83,71,46
32,48,7,24,0.85,64,48
35,71,11,34,0.99,105,64
14,43,9,27,0.62,97,43
19,44,9,28,0.66,109,45
24,53,10,28,0.68,118,51
23,54,11,37,0.71,109,51
27,60,14,58,0.82,89,59
38,84,18,85,1.02,68,68
47,96,15,86,1.1,76,76
38,76,16,64,0.93,82,66
43,75,14,65,1,97,73
49,91,13,81,1.08,93,84
43,80,16,67,1.07,101,75
34,62,15,44,0.9,124,69
34,56,11,36,0.88,102,58
44,70,13,50,1.07,98,73
51,87,14,49,1.11,118,85
32,54,6,18,0.84,60,50
15,22,7,22,0.73,24,24
7,15,5,19,0.6,53,19
11,19,6,21,0.73,61,22
22,35,9,37,0.88,56,36
40,67,8,45,1.07,42,60
20,29,6,30,0.9,44,32
34,44,6,23,1,57,49
26,35,6,26,0.95,43,38
30,58,7,23,0.85,73,54
22,46,6,23,0.67,73,45
19,31,6,26,0.68,56,33
28,43,6,26,0.62,66,45
28,45,6,43,0.88,80,48
35,53,8,60,1.02,65,55
45,66,10,71,1.08,62,65
46,73,10,76,1.12,67,69
43,65,9,44,0.93,71,60
29,45,8,41,1,59,45
31,51,8,52,0.94,66,50
22,44,6,24,0.59,48,43
20,48,7,33,0.53,32,47
30,49,8,40,0.61,31,49
31,50,8,42,0.69,43,49
40,95,8,60,0.87,38,73
51,139,12,78,1.11,42,95
59,138,12,91,1.37,43,94
59,138,12,91,1.37,43,94
53,122,11,93,1.15,47,86
61,127,12,89,1.1,53,91
69,121,10,38,0.96,105,97
77,117,7,30,1.04,73,103
62,99,11,53,1.17,68,85
46,88,10,57,0.98,64,69
43,79,8,41,0.85,88,67
53,84,14,67,1.31,77,74
62,108,12,83,1.09,54,87
59,101,10,76,0.94,54,82
52,98,13,80,1,45,77
45,78,11,51,0.91,61,66
27,58,7,43,0.72,37,54
20,54,8,58,0.63,27,51
31,71,14,73,0.86,32,60
55,116,20,100,1.32,23,83
83,118,8,52,1.13,33,113
14,67,6,26,0.47,47,55
30,94,10,53,0.73,23,72
34,87,13,63,0.77,26,68
52,109,17,81,1.03,15,79
62,133,17,91,1.25,25,93
54,116,17,96,1.28,16,83
89,137,11,51,1.15,36,119
13,26,6,20,0.56,38,26
25,30,6,31,0.78,15,36
17,19,5,25,0.68,23,25
66,89,10,39,1.1,24,90
31,58,9,43,0.81,26,55
44,55,6,39,0.72,17,62
67,80,6,42,0.95,23,91
61,92,10,63,1.2,20,86
60,101,10,89,1.24,17,82
63,106,11,93,1.32,25,87
42,78,11,66,0.83,35,65
99,114,16,70,1.09,37,130
73,107,15,79,1.15,26,98
71,110,15,87,1.08,29,96
62,104,13,94,1.04,24,85
78,134,14,109,1.45,14,104
76,133,13,88,1.31,22,108
64,111,14,70,0.85,39,88
102,156,16,103,1.37,21,135
136,182,15,67,1.36,33,181
101,147,16,64,1.48,18,133
55,84,7,43,0.9,7,77
48,62,7,41,0.96,12,67
64,76,5,34,1.03,13,86
32,45,8,41,0.86,20,47
46,66,10,50,1.04,8,64
45,61,10,55,1.03,7,63
43,51,7,40,0.7,30,60
42,60,8,40,0.87,22,61
75,92,8,47,1.48,8,101
40,54,6,34,1.1,8,57
72,88,8,42,1.23,27,96
71,105,9,65,1.2,21,96
78,111,24,80,1.5,7,104
52,67,7,51,0.97,19,72
86,108,6,52,1.25,20,114
76,112,9,48,1.14,19,105
45,75,11,57,1,8,67
78,101,6,48,0.97,6,104
98,116,6,50,1,6,130
108,134,6,53,1.23,5,143
61,95,7,42,1.34,4,85
12,24,5,43,1.57,7,28
16,20,5,36,1.36,28,27
38,47,7,35,1.09,37,54
16,19,5,33,0.79,28,25
28,29,5,31,0.8,20,41
38,41,5,36,0.75,20,54
60,78,6,60,1.25,13,82
46,61,7,48,0.95,27,65
108,121,7,39,1.22,49,143
93,99,6,38,1.13,36,123
60,58,5,26,0.83,36,81
43,45,5,34,0.79,33,61
55,62,7,47,1.01,27,75
104,112,7,48,0.97,38,137
92,116,10,75,1.38,32,122
90,101,7,49,1.17,36,120
74,81,4,27,0.92,34,99
81,89,5,23,1.13,35,108
28,39,5,15,0.54,51,41
45,51,5,12,0.79,49,62
29,31,5,9,0.55,60,41
45,47,5,10,0.83,62,63
56,60,5,15,0.7,62,77
53,56,7,20,0.71,59,73
54,59,6,27,0.77,59,75
70,78,9,33,0.96,68,94
65,73,10,34,1.03,67,89
64,69,7,34,0.85,49,87
73,79,8,29,1.03,62,98
64,73,9,35,0.92,61,87
94,100,9,33,1.21,60,125
40,52,5,14,0.78,49,54
18,19,5,11,0.56,43,26
23,25,5,16,0.7,43,33
30,34,5,19,0.76,53,44
42,44,7,27,1,45,59
28,32,6,16,0.96,42,40
26,31,7,23,0.98,31,38
24,31,9,23,1.23,32,35
27,34,7,17,1.19,34,39
15,26,4,10,0.8,52,28
10,21,5,11,0.6,59,23
14,22,5,17,0.58,62,26
22,25,8,22,0.71,65,33
29,33,11,21,0.84,70,42
41,48,10,29,1.03,57,58
48,51,7,20,0.85,61,67
43,55,9,20,1,64,61
34,68,12,22,0.93,78,59
41,57,11,18,1.07,79,58
72,87,7,21,1.19,63,97
46,56,5,14,1.23,48,64
32,44,6,16,0.94,48,46
7,10,4,12,0.66,28,12
16,16,5,18,0.95,58,24
28,37,5,14,0.94,63,42
25,36,6,15,0.93,62,39
22,26,5,17,0.77,52,32
31,39,8,21,0.97,70,45
50,59,9,21,0.9,86,70
41,49,10,17,0.94,67,58
34,42,8,19,1.11,69,49
27,31,8,20,1.18,55,39
43,49,5,14,1.03,73,61
31,50,6,18,0.9,73,52
36,70,11,27,1.07,70,61
47,63,16,30,1.35,59,66
56,83,7,26,1.1,51,77
47,78,6,18,0.91,73,73
27,81,7,25,0.73,81,66
43,85,11,31,1.05,74,68
47,78,10,29,1.01,79,69
48,77,9,19,0.89,88,71
32,66,8,26,0.87,84,57
31,92,14,23,0.93,97,70
44,65,16,30,1.34,60,63
57,84,7,16,1.11,73,79
43,74,11,23,1.11,96,65
37,57,13,23,1.06,72,56
31,42,10,21,1.1,42,45
24,36,8,20,1.04,46,39
8,15,5,15,0.59,49,19
10,14,6,17,0.68,64,22
10,12,5,15,0.59,62,20
14,18,5,16,0.61,58,22
24,30,6,22,0.62,45,35
25,34,6,26,0.73,50,40
36,41,6,21,0.74,58,51
46,68,7,24,0.74,80,65
44,66,8,28,0.8,88,62
49,74,9,30,0.83,110,68
29,63,11,32,0.85,95,56
40,64,10,40,0.93,90,58
35,62,9,54,0.84,74,57
36,64,9,53,0.75,83,59
48,73,7,26,0.76,52,69
17,23,5,16,0.54,60,27
31,43,7,27,0.56,87,48
27,45,8,43,0.58,81,46
26,55,14,45,0.64,78,51
27,49,14,42,0.7,78,48
42,71,16,36,0.85,95,62
34,99,11,22,0.66,103,75
35,58,6,22,0.8,79,54
21,26,5,18,0.73,108,38
40,48,7,44,0.98,61,56
28,46,7,29,0.65,54,46
35,61,11,40,0.77,70,56
40,74,10,39,0.68,92,63
24,53,8,36,0.48,78,50
23,48,8,34,0.5,91,48
28,57,8,45,0.55,75,53
30,66,9,43,0.6,85,58
29,62,12,41,0.76,99,57
40,87,15,64,0.86,87,72
46,82,10,44,0.85,84,70
50,64,7,24,0.87,93,69
41,70,7,33,0.81,75,62
34,56,7,33,0.73,89,53
40,78,8,49,0.87,69,63
28,41,5,15,0.75,69,44
30,51,8,26,1.11,56,49
34,50,8,29,1.25,65,51
16,28,5,20,0.98,50,32
16,26,6,15,0.73,79,28
14,29,6,20,0.57,73,32
25,80,8,48,0.62,73,65
29,80,9,46,0.53,75,65
46,105,14,57,0.91,92,77
54,67,8,37,1.01,59,74
54,74,7,44,1.14,55,75
27,45,6,39,0.9,63,48
33,51,6,37,0.76,72,50
27,78,7,27,0.61,84,65
30,78,12,43,0.77,103,72
42,87,14,48,0.91,95,70
31,52,8,34,0.78,81,50
32,60,8,52,0.75,92,64
38,74,7,51,0.68,104,73
46,94,8,50,0.78,108,76
36,53,6,25,0.73,87,53
30,41,6,25,0.59,95,48
30,59,7,34,0.63,103,62
41,77,7,36,0.7,92,64
43,65,6,37,0.95,61,61
26,39,7,22,0.76,73,43
31,54,8,45,0.9,64,52
36,59,7,35,0.93,83,58
29,45,5,24,0.76,74,46
22,39,6,27,0.75,92,41
22,35,5,20,0.59,85,40
21,41,6,26,0.72,75,42
18,36,8,24,0.78,85,40
21,40,8,19,0.75,96,41
20,44,8,19,0.73,101,46
21,37,6,20,0.82,72,37
25,34,4,20,0.78,61,39
23,32,4,21,0.71,72,36
16,33,4,29,0.74,56,35
13,17,4,25,0.68,38,21
14,18,4,27,0.87,39,23
23,32,4,25,0.87,63,36
15,28,4,23,0.79,59,32
12,25,4,17,0.57,67,29
8,11,4,21,0.78,69,23
22,33,5,29,0.86,76,36
16,20,5,22,0.82,68,26
12,14,5,23,0.85,42,19
14,18,5,33,0.9,20,23
13,17,5,28,0.76,41,21
25,34,5,37,0.75,75,40
35,55,6,39,0.96,95,64
19,30,5,23,0.8,67,33
13,22,5,29,0.61,35,22
17,28,4,28,0.8,25,28
11,13,4,24,0.6,55,21
18,26,5,37,0.69,80,35
29,46,5,31,0.81,91,47
27,36,6,27,1,66,43
14,20,5,24,0.65,80,28
14,20,5,32,0.75,63,28
11,13,5,26,0.84,28,19
6,8,5,21,0.57,54,17
8,12,5,20,0.62,66,23
11,11,4,21,0.73,48,19
27,33,5,30,0.84,84,42
39,55,5,33,0.99,83,57
18,28,5,20,0.8,45,30
9,17,5,17,0.53,45,19
11,16,5,17,0.51,77,25
18,31,7,28,0.77,73,32
12,17,5,20,0.6,47,20
21,34,6,29,0.95,33,35
33,52,7,39,1.17,61,49
25,41,5,21,0.89,44,42
18,21,4,16,0.61,83,36
52,65,5,27,0.82,102,74
36,56,7,30,1.03,67,55
24,40,6,19,0.7,82,43
22,39,6,25,0.61,78,42
29,47,7,22,1.03,84,49
25,44,7,26,0.95,78,42
17,31,6,25,0.73,32,32
11,17,4,27,0.79,51,21
16,24,5,25,0.78,59,27
23,39,6,30,0.93,79,45
28,45,6,29,0.9,66,45
22,41,5,25,0.76,65,42
20,45,7,31,0.76,62,45
18,40,5,27,0.55,64,41
14,36,5,27,0.5,58,39
33,61,7,41,0.88,87,61
32,66,5,41,0.71,62,57
10,23,5,17,0.5,58,28
8,24,5,17,0.47,53,25
13,30,5,20,0.49,59,31
15,25,4,18,0.59,66,30
10,21,4,20,0.58,65,26
21,36,5,24,0.85,63,37
19,38,5,20,0.77,54,38
10,23,6,19,0.49,57,27
8,22,5,17,0.45,62,26
10,27,5,19,0.48,70,31
12,35,6,22,0.51,66,38
17,38,7,32,0.73,60,39
25,47,11,35,0.92,80,48
29,59,7,32,0.7,62,52
20,39,7,24,0.85,60,39
15,23,5,16,0.79,64,27
27,44,6,26,0.91,89,50
26,47,6,26,0.68,82,46
23,43,5,23,0.53,75,44
15,32,6,19,0.64,86,34
20,39,6,22,0.58,93,42
27,51,7,33,0.7,126,59
32,63,8,43,0.82,103,66
25,51,9,34,0.78,107,57
32,57,8,29,0.9,119,65
37,64,6,25,0.84,126,60
27,55,7,20,0.66,122,54
31,59,8,25,0.75,127,59
25,60,9,47,0.7,110,61
25,64,8,44,0.62,86,56
29,51,8,27,0.72,131,60
38,66,10,37,0.88,119,68
34,56,9,29,0.7,108,60
35,58,6,31,0.72,137,69
49,86,11,53,1,99,75
23,35,5,26,0.71,86,38
25,36,5,21,0.68,92,38
28,48,7,26,0.8,100,48
37,56,8,34,1.01,98,54
31,44,5,29,0.88,73,46
12,20,5,27,0.84,59,25
14,24,5,35,0.92,45,26
13,23,5,25,0.72,83,30
27,42,6,38,0.93,84,42
27,47,6,54,0.99,32,45
18,29,7,33,0.92,55,31
12,18,5,24,0.85,68,22
10,14,5,22,0.67,68,22
28,38,5,36,0.78,65,41
48,71,6,58,1.09,46,67
48,90,7,84,1.27,18,71
45,72,6,45,0.91,64,65
36,61,6,41,0.92,109,59
42,74,7,51,0.98,86,66
39,55,5,38,0.91,57,55
33,60,6,40,0.84,75,55
31,57,9,43,0.87,90,56
46,68,7,43,1.08,52,66
4,8,5,19,0.92,38,13
18,28,5,18,0.74,44,30
14,44,7,25,0.65,38,44
23,37,5,28,0.77,25,38
25,37,6,35,0.81,25,38
27,48,7,40,0.9,63,47
30,56,8,61,0.93,56,51
37,72,7,68,0.9,59,61
37,73,7,65,0.97,61,61
41,74,7,32,0.78,78,64
48,79,8,36,0.95,77,70
40,65,6,34,0.85,42,58
18,27,5,27,0.94,30,29
8,13,5,19,0.64,64,21
33,46,6,33,0.76,52,47
52,85,7,61,1.01,32,72
38,69,7,55,0.9,47,60
50,80,8,66,1.09,38,71
24,40,6,35,0.65,49,40
35,83,9,65,0.97,40,66
50,141,13,65,1.1,79,95
37,114,14,61,0.89,43,82
33,79,13,63,0.9,37,64
51,117,12,86,1.16,41,84
49,102,10,69,1.01,68,76
55,98,8,37,0.91,48,80
56,97,8,56,1.08,36,77
55,92,8,61,1,50,76
38,57,6,40,0.8,57,56
29,47,5,40,0.71,35,46
36,83,9,46,0.74,59,67
35,80,13,47,0.82,55,65
25,64,13,55,0.68,36,56
36,80,16,72,0.89,38,65
42,84,11,71,0.73,41,67
53,107,10,82,0.89,35,79
34,91,11,66,0.72,47,70
51,112,15,77,1.04,53,81
54,130,17,85,1.04,51,90
32,76,14,62,0.75,58,61
44,86,15,80,1,43,68
45,95,12,78,0.96,41,72
36,69,10,70,0.73,51,60
47,88,10,77,0.9,44,70
53,92,11,72,0.96,35,73
46,64,7,36,0.9,44,65
23,39,6,29,0.77,30,38
21,34,6,39,0.83,24,35
38,54,8,30,0.88,42,56
13,20,5,24,0.6,26,22
23,28,5,20,0.68,37,34
23,28,5,26,0.78,19,35
18,20,5,29,0.68,14,26
14,16,5,28,0.63,10,22
33,36,5,26,0.6,34,48
69,86,7,36,0.85,37,93
79,94,7,44,1,21,105
59,80,8,48,0.96,18,80
55,82,10,59,1.12,27,76
68,87,9,51,1.02,24,92
47,60,5,31,0.74,33,65
79,95,7,31,0.86,50,106
65,83,9,44,0.83,47,88
53,78,10,71,0.9,28,73
71,102,11,73,1.13,12,95
45,49,5,34,0.62,43,63
81,94,7,48,0.96,18,108
84,105,8,50,1.2,5,112
81,99,8,57,1.06,12,107
108,142,9,76,1.3,7,142
101,138,12,82,1.53,12,133
62,110,7,53,0.8,28,96
23,41,6,26,0.45,39,42
34,52,14,47,0.72,19,52
41,69,11,58,0.73,14,64
56,89,13,65,0.83,9,78
64,85,11,58,0.77,22,87
116,125,18,59,0.97,35,154
102,125,15,82,1.1,29,134
94,137,15,111,1.46,19,124
91,130,19,96,1.31,26,120
89,135,16,105,1.3,13,117
99,136,13,73,1.12,46,131
95,125,15,79,1.11,42,125
171,214,15,125,1.75,10,220
167,203,20,100,1.58,30,215
135,170,15,80,1.58,44,183
61,68,5,28,1.12,36,84
27,43,6,23,0.55,44,47
17,34,8,37,0.54,42,34
39,54,7,55,0.64,25,58
64,87,12,68,1.15,22,87
69,88,9,68,0.8,17,93
113,131,14,73,1.32,25,149
158,155,6,45,1.22,22,203
93,106,7,42,1.15,19,124
22,85,7,25,0.51,46,68
23,54,8,43,0.58,33,52
41,74,9,61,0.68,23,63
46,86,10,56,0.8,33,69
33,80,11,42,0.68,28,63
41,109,10,56,0.6,34,80
55,101,12,76,0.99,29,78
68,128,18,88,1.4,22,96
82,172,17,68,1.17,38,116
68,194,10,34,0.73,42,122
48,103,9,38,0.61,39,76
46,96,11,54,0.7,38,73
56,106,17,67,0.99,39,79
61,103,15,83,1.21,16,84
89,105,8,68,1.12,5,117
90,104,7,54,1,18,119
114,107,6,44,1.26,28,151
40,49,7,36,1.05,39,56
80,74,6,32,1.15,33,109
122,125,7,46,1.33,33,161
103,115,6,56,1.36,15,137
64,119,7,47,1.03,31,105
40,153,9,51,0.74,30,100
51,129,14,72,1.04,13,89
68,128,10,69,1.28,6,93
55,70,6,53,0.92,15,76
56,78,7,55,1.34,22,77
74,90,7,59,1.11,23,99
75,99,7,50,0.99,45,101
55,64,5,29,0.71,58,75
36,42,5,33,0.71,52,51
57,72,6,55,1.18,12,78
61,98,6,23,0.8,61,83
44,57,7,35,0.82,49,62
59,74,9,48,1.03,28,81
57,70,7,29,0.93,55,78
80,95,7,25,0.9,50,107
61,78,8,32,0.82,41,83
59,69,9,26,0.73,50,80
86,102,7,25,1,49,114
51,73,8,20,0.73,67,74
40,68,9,30,0.72,65,62
51,74,9,35,0.82,72,71
40,63,10,37,0.69,67,58
28,43,8,36,0.55,72,44
36,53,8,46,0.67,65,53
59,92,13,63,1.09,66,81
68,128,17,36,1.14,88,96
35,60,8,26,0.7,54,56
19,23,5,19,0.61,33,29
18,17,5,18,0.61,45,29
53,53,6,33,0.9,35,73
39,43,6,39,0.91,12,55
10,16,5,22,0.74,34,17
26,33,8,31,0.82,56,38
40,51,10,43,0.78,38,57
38,56,7,43,0.85,44,56
31,39,6,39,0.93,28,46
24,31,4,26,0.64,30,36
54,78,6,34,0.73,23,74
68,78,6,48,0.91,18,91
41,48,5,35,0.59,41,58
31,44,7,49,0.79,26,47
23,30,5,41,0.79,33,35
33,48,6,51,1.01,37,49
35,58,9,56,1.09,38,54
41,71,9,50,0.94,56,62
49,73,9,62,1.34,13,69
45,66,5,27,0.93,49,67
50,155,6,32,1.02,42,103
25,51,5,30,0.76,26,47
20,26,5,26,0.56,38,30
49,72,6,26,0.73,59,71
45,180,8,26,0.59,59,115
28,92,9,46,0.63,54,71
37,101,11,63,0.71,37,76
35,89,7,55,0.6,53,69
38,97,13,53,0.79,72,74
42,77,11,57,0.94,53,65
29,38,5,28,0.65,68,42
30,57,6,42,0.75,61,53
43,93,12,54,1.08,55,72
65,154,7,41,1.09,48,104
23,45,5,31,0.82,36,43
12,22,5,25,0.55,32,22
14,19,5,26,0.56,35,21
26,34,5,21,0.57,56,38
20,37,6,20,0.59,69,37
23,48,10,35,0.61,61,47
37,63,13,60,1.03,40,57
33,49,6,43,0.81,62,48
31,42,6,29,0.71,85,49
36,60,9,51,0.77,84,59
36,77,10,77,0.79,47,63
44,68,9,57,0.89,36,63
40,57,6,43,0.8,63,58
54,83,8,64,0.99,53,75
53,76,6,33,0.86,71,73
52,77,8,43,1,72,72
57,120,8,75,0.95,48,90
45,184,8,43,0.61,62,117
29,100,10,42,0.59,65,75
35,88,12,55,0.7,60,69
50,102,13,52,1.15,60,77
40,59,5,35,0.94,37,59
17,28,5,26,0.83,53,29
